30075445, Morris Park Bake Shop, 1007, -73.856077, 40.848447, Morris Park Ave, 10462, Bronx, Bakery
50013580, Tet Test, 22, -74.0104657, 40.7103768, Cortlandt Street, 10007, Manhattan, Other
50013581, Google Laplace, 111, -74.0021187, 40.7409573, 8 Avenue, 10011, Manhattan, American
50013582, Adp Innovations Lab, 135, -73.996357, 40.740637, West   18 Street, 10011, Manhattan, American
50013585, Brunswick, 240, -73.9813826, 40.6594221, Prospect Park West, 11215, Brooklyn, Australian
50013597, Danny Supper Club, 1532, -73.94937759999999, 40.6486704, Nostrand Avenue, 11226, Brooklyn, American
50013598, Great Wall, 87-12, -73.8818009, 40.7639122, Astoria Boulevard, 11369, Queens, Chinese
50013599, Fire Grilled Burgers, 3295, -74.13565, 40.56089, Amboy Road, 10306, Staten, American
50013605, Capri Restaurant, 903, -73.96374920000001, 40.798018, Columbus Avenue, 10025, Manhattan, Latin
50013607, Delicias Calenas Bakery & Restaurant, 95-41, -73.8703799, 40.749246, Roosevelt Avenue, 11372, Queens, Spanish
50013609, Taste Buddy Cafe, 5810, -74.0087992, 40.6365114, 8 Avenue, 11220, Brooklyn, Chinese
50013612, Hummus 21, 1055, -73.96248659999999, 40.758522, 1 Avenue, 10022, Manhattan, Jewish/Kosher
50013616, That Store, 135-28, -73.83054790000001, 40.758552, 40 Road, 11354, Queens, Juice
50013618, Patsy'S Pizzeria, 980, -73.856526, 40.847648, Morris Park Avenue, 10462, Bronx, Pizza/Italian
50013632, Vismar Coffee Shop, 1368, -73.92003500000001, 40.839911, Cromwell Avenue, 10452, Bronx, Latin
50013641, Alfonso'S Pastry Shoppe, 35, -74.2348638, 40.5233165, Page Ave, 10309, Staten, Bakery
50013644, Gong Cha, 40-06, -73.8264494, 40.7602711, Union Street, 11354, Queens, Caf\u00e9/Coffee/Tea
50013646, King'S Chef, 43-11, -73.91067629999999, 40.76433979999999, 28 Avenue, 11103, Queens, Chinese
50013649, Glatt Coney Inc, 1558, -73.96451499999999, 40.619421, Coney Island Avenue, 11230, Brooklyn, Chinese/Japanese
50013653, Magic Soul Food, 320, -73.929112, 40.681814, Malcolm X Boulevard, 11233, Brooklyn, Other
50013660, Pitas And Sticks, 321, -73.985608, 40.669142, 9 Street, 11215, Brooklyn, Greek
50013662, Edin Food And Bakery, 1446B, -73.9329973, 40.85007179999999, Saint Nicholas Ave, 10033, Manhattan, Delicatessen
50013668, Little Saigon Pearl, 9, -73.9902738, 40.599368, Bay   35 Street, 11214, Brooklyn, Asian
50013672, Hillside, 70, -73.981325, 40.702798, Hudson Avenue, 11201, Brooklyn, American
50013673, Thanya Thai Cuisine, 33-47, -73.78936500000002, 40.766316, Francis Lewis Boulevard, 11358, Queens, Thai
50013675, 8090 Tai Wanese, 133-35, -73.8330519, 40.7587756, Roosevelt Avenue, 11354, Queens, Chinese
50013678, Acapulco, 43-20, -73.9141175, 40.7597764, 31 Avenue, 11103, Queens, Mexican
50013680, Vivi, 607, -73.99235, 40.75936799999999, 9 Avenue, 10036, Manhattan, Caf\u00e9/Coffee/Tea
50013681, The House In Gramercy Park, 121, -73.98772029999999, 40.7361375, East   17 Street, 10003, Manhattan, American
50013682, Opa! Greek Restaurant, 28-44, -73.921256, 40.767539, 31 Street, 11102, Queens, Greek
50013698, The L Lounge, 95-07, -73.87322499999999, 40.760739, 31 Avenue, 11369, Queens, Other
50013701, Cafe Devocion, 69, -73.9647169, 40.716064, Grand Street, 11249, Brooklyn, Other
50013704, Acapulco Bar Restaurant, 43-20, -73.9141175, 40.7597764, 31 Avenue, 11103, Queens, Other
50013705, Teaus 86, 86, -73.9779184, 40.6805065, 5 Avenue, 11217, Brooklyn, Japanese
50013710, Yorganic/Caffe Bene, 264, -73.9902492, 40.7555838, West   40 Street, 10018, Manhattan, Caf\u00e9/Coffee/Tea
50013718, Dunkin Donuts, 1776, -73.842771, 40.84946800000001, Eastchester Road, 10461, Bronx, Donuts
50013722, Well-Being Family Garden Korean Bbq Restaurant, 41-11, -73.81353899999999, 40.762522, 150 Street, 11355, Queens, Korean
50013726, Brother Pizza, 750, -74.1437864, 40.62563530000001, Port Richmond Avenue, 10302, Staten, Pizza/Italian
50013734, Miglino'S Brick Oven Pizza, 6833, -74.22981419999999, 40.5192284, Amboy Road, 10309, Staten, Pizza/Italian
50013738, Antique  Bakery & Cafe, 909, -73.96849, 40.7584699, 3 Avenue, 10022, Manhattan, American
50013743, Expressway Bubble Tea & Snacks, 41-28, -73.829437, 40.757178, Main Street, 11355, Queens, Chinese
50013752, Dunkin Donuts, 121-17, -73.821912, 40.68734, Liberty Avenue, 11419, Queens, Donuts
50013753, Uncle Louie G, 1210, -74.130167, 40.62620099999999, Forest Ave, 10310, Staten, Ice
50013755, Ninety9 & Up Diner, 187-44, -73.7960124, 40.7095821, Hillside Avenue, 11432, Queens, Sandwiches/Salads/Mixed
50013756, Homefront, 41, -73.97922989999999, 40.7520264, East   41 Street, 10017, Manhattan, American
50013766, Momofuku Milk Bar Store, 72, -74.0015871, 40.7234741, Wooster St, 10012, Manhattan, Caf\u00e9/Coffee/Tea
50013768, Subway, 351, -73.99179199999999, 40.758391, West   42 Street, 10036, Manhattan, Sandwiches
50013774, Pings, 22, -73.99862580000001, 40.714425, Mott Street, 10013, Manhattan, Other
50013777, Alladin, 2158, -73.998007, 40.59868, Bath Avenue, 11214, Brooklyn, Russian
50013779, Raw Juice Cafe, 64-17, -73.892284, 40.702225, Central Avenue, 11385, Queens, Sandwiches/Salads/Mixed
50013780, Szechuan Gourmet, 1395, -73.9582308, 40.7693371, 2 Avenue, 10021, Manhattan, Chinese
50013782, New Star Bakery, 41-21A, -73.8288369, 40.75812070000001, Kissena Boulevard, 11355, Queens, Bakery
50013791, Subway, 200, -73.8289779, 40.8665658, Baychester Ave, 10475, Bronx, Sandwiches
50013792, Dunkin Donuts, 1650, -74.163557, 40.6083314, Richmond Avenue, 10314, Staten, Donuts
50013794, Fuel Fever, 8615, -74.0029454, 40.6067239, 18 Avenue, 11214, Brooklyn, American
50013797, Roast, 165, -73.945131, 40.7920749, East  106 Street, 10029, Manhattan, Other
50013798, Il Mulino Prime, 331, -74.003748, 40.7221847, W Broadway, 10013, Manhattan, Italian
50013800, Tazzina, 102-15, -73.850067, 40.710534, Metropolitan Avenue, 11375, Queens, Italian
50013810, L & L Local, 41-04, -73.9162, 40.760652, 31 Avenue, 11103, Queens, American
50013811, Juicery, 15, -73.99011229999999, 40.7151763, Essex Street, 10002, Manhattan, Juice
50013816, Caffe Bene, 32-14, -73.919535, 40.758713, Steinway Street, 11103, Queens, Caf\u00e9/Coffee/Tea
50013819, Blu  Orchid Restaurant, 45-04, -73.9194626, 40.7430854, Queens Boulevard, 11104, Queens, Thai
50013823, Max Fish, 120, -73.9893853, 40.7193823, Orchard St, 10002, Manhattan, American
50013827, Snowdays Shavery, 241, -73.98473349999999, 40.7290371, East   10 Street, 10003, Manhattan, Ice
50013828, Bar Cyrk Nyc, 50, -74.0087702, 40.7173558, Hudson Street, 10013, Manhattan, American
50013829, Home Run Ktv, 46-07, -73.81889749999999, 40.7504504, Kissena Boulevard, 11355, Queens, Korean
50013830, Capri Iv Deli, 2073, -73.82820950000001, 40.86980579999999, Bartow Avenue, 10475, Bronx, Delicatessen
50013833, Curry Kabab, 2165, -73.8528959, 40.8364976, Starling Avenue, 10462, Bronx, Pakistani
50013837, Carvel Ice Cream, 103-21, -73.848989, 40.710368, Metropolitan Avenue, 11375, Queens, Other
50013843, Sichuan Hot Pot Cuisine, 34, -73.99857899999999, 40.715115, Pell Street, 10013, Manhattan, Chinese
50013849, Vivi Bubble Tea, 790, -73.9527748, 40.72765769999999, Manhattan Avenue, 11222, Brooklyn, Juice
50013867, Mei Mei Chinese Restaurant, 2831-3, -73.89151389999999, 40.8699981, Grand Concourse, 10468, Bronx, Chinese
50013870, Filicori Zecchini, 2541, -73.9724773, 40.7941879, Broadway, 10025, Manhattan, Caf\u00e9/Coffee/Tea
50013871, Green Sushi Bistro, 104, -73.95580799999999, 40.715929, Roebling Street, 11211, Brooklyn, Japanese
50013874, Peking Express, 134-12, -73.8040025, 40.6744112, Rockaway Boulevard, 11420, Queens, Chinese/Japanese
50013877, Vitalz Health Bar Inc, 86-10, -73.8799185, 40.7478161, Roosevelt Avenue, 11372, Queens, Sandwiches/Salads/Mixed
50013879, Krico, 772, -73.98802719999999, 40.7643559, 9Th Ave, 10019, Manhattan, American
50013883, New York Shake & Burger, 147, -73.8045643, 40.6965363, Liberty Ave, 11435, Queens, American
50013885, Sbarro, 200, -73.8289779, 40.8665658, Baychester Avenue, 10475, Bronx, Pizza/Italian
50013890, Casa Del Chef, 39-06, -73.90364869999999, 40.74133339999999, 64 Street, 11377, Queens, American
50013893, Pop Bar, 12-21, -73.9292277, 40.7722817, Astoria Boulevard, 11102, Queens, American
50013897, The Brew Inn, 924, -73.954101, 40.731044, Manhattan Ave, 11222, Brooklyn, Polish
50013900, Sun Hing, 1167, -73.915915, 40.658516, Willmohr Street, 11212, Brooklyn, Chinese
50013901, Sweatshop, 232, -73.959738, 40.714797, Metropolitan Avenue, 11211, Brooklyn, Other
50013904, Ssam, 170, -73.99126989999999, 40.68593329999999, Smith St, 11201, Brooklyn, Korean
50013910, Erv'S, 2122, -73.9609833, 40.6599086, Beekman Pl, 11225, Brooklyn, American
50013915, Vanilla Cafe, 99-18, -73.86738199999999, 40.752237, 37 Avenue, 11368, Queens, Spanish
50013920, John'S Bar, 6463, -73.872297, 40.718317, Dry Harbor Rd, 11379, Queens, American
50013922, Skytown, 921, -73.93599499999999, 40.697721, Broadway, 11206, Brooklyn, American
50013923, Fro Yo To Go, 1757, -74.1973, 40.559734, Arthur Kill Road, 10312, Staten, Ice
50013936, Bth Restaurant & Lounge Llc, 712, -73.96122, 40.818141, West 125 Street, 10027, Manhattan, Other
50013937, Crown Fried Chicken & Coffee Shop, 1604, -73.96221899999999, 40.635836, Newkirk Avenue, 11226, Brooklyn, Chicken
50013941, Bagel Road, 1424, -73.9545364, 40.58728079999999, Sheepshead Bay Rd, 11235, Brooklyn, Bagels/Pretzels
50013960, Jeni'S Splendid Ice Creams, 600, -73.9967513, 40.762384, 11 Avenue, 10036, Manhattan, Ice
50013966, Subway, 2381, -74.1077056, 40.5730842, Hylan Boulevard, 10306, Staten, Sandwiches/Salads/Mixed
50013970, Caffebene Ktown, 39, -73.98733829999999, 40.7481868, West   32 Street, 10001, Manhattan, Caf\u00e9/Coffee/Tea
50013975, Subway, 71-08, -73.8950739, 40.754256, Northern Boulevard, 11372, Queens, Sandwiches
50013978, El Palacio De Las Empanadas, 53-02, -73.854756, 40.74251599999999, 108 Street, 11368, Queens, Spanish
50013981, Charlie Palmer Steak, 3, -73.97462569999999, 40.7609825, East 54 Street, 10022, Manhattan, American
50013982, Subway, 220, -73.9990803, 40.7440623, 8 Avenue, 10011, Manhattan, American
50013983, Cj'S Restaurant And Pub, 43-04, -73.91843399999999, 40.755274, 34 Avenue, 11101, Queens, American
50013984, Bibble And Sip, 253, -73.9853163, 40.7629003, W 51St St, 10019, Manhattan, Other
50013988, De E Sushi Inc., 73-01, -73.820201, 40.7244043, Main Street, 11367, Queens, Other
50013989, Crown Chicken, 1240, -73.9107556, 40.6923886, Hancock Street, 11221, Brooklyn, American
50013991, J + B Cafe, 302, -73.9862957, 40.6707661, 7 Street, 11215, Brooklyn, Caf\u00e9/Coffee/Tea
50013993, New Mama'S Fried Chicken & Pizza, 787, -73.896965, 40.816064, Southern Boulevard, 10455, Bronx, Chicken
50013994, Cafe Plus, 1, -73.936708, 40.8140894, West  137 Street, 10037, Manhattan, American
50013997, Mexico 2000 Deli Restaurant, 369, -73.95491899999999, 40.707649, Broadway, 11211, Brooklyn, Mexican
50013998, Fair Folks And A Goat, 330, -73.98501089999999, 40.7295028, East 11 Street, 10003, Manhattan, Caf\u00e9/Coffee/Tea
50014003, Subway, 47, -73.99572400000001, 40.737207, West   14 Street, 10011, Manhattan, American
50014007, Jupioca Inc, 113, -74.0089328, 40.71362730000001, Church Street, 10007, Manhattan, Other
50014008, D.C.Plzz Seafood, 770, -74.00959999999999, 40.636179, 59 Street, 11220, Brooklyn, Chinese
50014014, Xiun Wei Chinese Restaurant, 124, -73.8421505, 40.8407355, Westchester Square, 10461, Bronx, Chinese
50014015, Oligarch, 8615, -73.83115350000001, 40.7005896, Lefferts Blvd, 11418, Queens, Russian
50014017, Tbaar, 61, -73.9835112, 40.7408627, Lexington Avenue, 10010, Manhattan, Caf\u00e9/Coffee/Tea
50014020, Dhruv'S Kati Shack Factory, 180-10, -73.7876884, 40.7269966, Union Turnpike, 11366, Queens, Indian
50014021, Tasty Light Cusine, 737, -73.8661377, 40.8545987, Lydig Avenue, 10462, Bronx, Spanish
50014024, Arena, 4916, -74.23888149999999, 40.5221791, Arthur Kill Road, 10309, Staten, Other
50014027, Xiao Wei Mala Yabu, 136-55, -73.82813, 40.76033, Roosevelt Avenue, 11354, Queens, Chinese
50014030, Matchabar, 93, -73.9584014, 40.7213034, Wythe Ave, 11249, Brooklyn, Caf\u00e9/Coffee/Tea
50014031, #1 Me. Nick'S, 3552, -73.9093986, 40.8865351, Johnson Avenue, 10463, Bronx, Pizza/Italian
50014033, Happy Kitchen Inc, 215-29, -73.73975399999999, 40.717576, Jamaica Avenue, 11428, Queens, Other
50014038, Mi Mexico Lindo, 587, -73.9024137, 40.8127694, Southern Boulevard, 10455, Bronx, Mexican
50014039, 100% Smoothies & Empanadas, 130, -73.89778249999999, 40.8836547, West  238 Street, 10463, Bronx, American
50014044, A Taste Of China No 1 Chinese Food, 68-24, -73.7947317, 40.73341629999999, Fresh Meadow Lane, 11365, Queens, Chinese
50014048, Sawa Japanese Fusion, 71, -73.9746469, 40.6751596, 7Th Ave, 11217, Brooklyn, Japanese
50014052, Red Lobster #6262, 455, -73.8699847, 40.6509132, Gateway Drive, 11239, Brooklyn, Seafood
50014059, Red Lobster #6273, 88-01, -73.8747611, 40.7353074, Queens Boulevard, 11373, Queens, Seafood
50014067, Ahome Eatery, 6329, -73.9164991, 40.6199411, Avenue N, 11234, Brooklyn, Chinese
50014069, Red Lobster #6385, 261, -73.95027900000001, 40.810108, West  125 Street, 10027, Manhattan, Seafood
50014078, Red Lobster #6298, 5, -73.98751539999999, 40.7559449, Times Square, 10036, Manhattan, Seafood
50014080, Georgia&Aliou'S Tiny Treats Cafe, 616, -73.9734394, 40.79013459999999, Amsterdam Avenue, 10024, Manhattan, Bakery
50014083, Michael & Sophia'S Pizzeria, Inc., 2224, -73.948622, 40.599441, Avenue U, 11229, Brooklyn, Pizza/Italian
50014084, Burger King, 1297, -73.94934099999999, 40.680566, Fulton Street, 11216, Brooklyn, Hamburgers
50014086, Sushi Para Manhattan, 1461, -73.9553339, 40.776461, 3 Avenue, 10028, Manhattan, Japanese
50014089, Hang Out 58, 5816, -74.0046658, 40.6338883, Fort Hamilton Parkway, 11219, Brooklyn, Korean
50014090, 1A Store Inc, 136-31, -73.8285063, 40.7590465, 41 Avenue, 11355, Queens, Caf\u00e9/Coffee/Tea
50014098, Dunkin Donuts, 272, -73.95904670000002, 40.7085936, Broadway, 11211, Brooklyn, Donuts
50014100, Subway, 3976, -73.8602205, 40.8878664, White Plains Road, 10466, Bronx, Sandwiches/Salads/Mixed
50014101, Off Broadway Deli & Pizzeria, 726, -73.98800299999999, 40.759187, 8 Avenue, 10036, Manhattan, Delicatessen
50014104, Deli And Pizza, 603, -73.9715629, 40.5862819, Avenue Z, 11223, Brooklyn, American
50014106, Le Nar, 7214, -74.02729819999999, 40.6331883, 3 Avenue, 11209, Brooklyn, Other
50014114, The Olive Garden #4482, 200, -73.8289779, 40.8665658, Baychester Avenue, 10475, Bronx, Italian
50014122, Nocciola Ristorante, 237, -73.93834199999999, 40.797557, East 116 Street, 10029, Manhattan, Italian
50014124, Evergreen On 38St, 10, -73.9820263, 40.75044279999999, East   38 Street, 10016, Manhattan, Chinese
50014149, Hanco'S, 147, -73.993375, 40.694771, Montague Street, 11201, Brooklyn, Sandwiches
50014157, Pollo Sabroso Restaurant, 216, -73.890264, 40.8696643, East 198 Street, 10458, Bronx, Latin
50014166, Sohna Punjab Indian Restaurant, 243-08, -73.7261903, 40.7408608, Union Turnpike, 11426, Queens, Indian
50014168, Ray'S Smoothie, 1320, -73.9186187, 40.8384782, Jerome Avenue, 10452, Bronx, Juice
50014170, Sabor Y Tradicion Corp, 2220, -74.1630826, 40.62618459999999, Forest Avenue, 10303, Staten, Spanish
50014173, Daddy,S Pizza & Pasta, 2625, -73.98446349999999, 40.5962864, 86 Street, 11223, Brooklyn, Italian
50014175, Blue Bottle Coffee, 54, -73.984234, 40.752966, West   40 Street, 10018, Manhattan, Other
50014180, White Street, 221, -74.0063076, 40.7192081, West Broadway, 10013, Manhattan, American
50014184, Mighty Quinn'S Bbq, 899, -73.95751469999999, 40.677325, Bergen Street, 11238, Brooklyn, Barbecue
50014187, Matisa, 3917, -74.006265, 40.652081, 4 Avenue, 11232, Brooklyn, American
50014190, Baba'S Pierogies, 295, -73.98634070000001, 40.6768621, 3 Avenue, 11215, Brooklyn, Other
50014192, La Potencia Restaurant, 1898, -73.910439, 40.8499696, Jerome Avenue, 10453, Bronx, Latin
50014193, O Fort Inc, 5918, -74.0056029, 40.633354, Fort Hamilton Parkway, 11219, Brooklyn, Chinese
50014197, Cotenna, 21, -74.003672, 40.7289864, Bedford St, 10014, Manhattan, Italian
50014199, Per Bacco Enoteca & Cucina, 234, -73.983149, 40.7232879, East    4 Street, 10009, Manhattan, Italian
50014201, Samurai Papa, 32, -73.943643, 40.702732, Varet Street, 11206, Brooklyn, Other
50014207, Okawa, 77-05A, -73.8886591, 40.7494099, 37 Avenue, 11372, Queens, Japanese
50014211, Cooklyn, 659, -73.968681, 40.677055, Vanderbilt Avenue, 11238, Brooklyn, Other
50014212, Chicken Shack, 36-19, -73.9205391, 40.7600014, Broadway, 11106, Queens, Chicken
50014213, Sugardaddy'S, 51-07, -73.9426222, 40.7395023, 27 Street, 11101, Queens, American
50014220, Hibachi Express Dumpling, 229, -73.983079, 40.731099, 1 Avenue, 10003, Manhattan, Chinese/Japanese
50014223, Aged, 107-04, -73.82064919999999, 40.7293337, 70 Road, 11375, Queens, American
50014226, El Gran Valle Iv Restaurant, 1944, -73.942514, 40.8326131, Amsterdam Avenue, 10032, Manhattan, Spanish
50014228, Fattoush, 509, -74.0253741, 40.6219891, 85 Street, 11209, Brooklyn, Mediterranean
50014229, Little Town Social, 45, -73.982388, 40.7468373, East   33 Street, 10016, Manhattan, Other
50014232, Soho Fried Chicken & Pizzeria, 539, -92.7293043, 41.7461747, 6 Avenue, 10011, Manhattan, American
50014233, Q'Kachapa, 1552, -73.9305378, 40.8533597, Saint Nicholas Avenue, 10040, Manhattan, Other
50014235, Healthy Star, 1609, -73.835903, 40.8439312, Mulford Avenue, 10461, Bronx, Other
50014239, Hungry Bird, 980, -73.916853, 40.8284184, Morris Avenue, 10456, Bronx, Indian
50014242, Asia Dog, 899, -73.95751469999999, 40.677325, Bergen Street, 11238, Brooklyn, American
50014243, Re.Union, 544, -73.951784, 40.7170413, Union Avenue, 11211, Brooklyn, Caf\u00e9/Coffee/Tea
50014244, Chika, 814, -73.9504177, 40.6708567, Nostrand Avenue, 11216, Brooklyn, Mexican
50014246, Amorino, 162, -74.000372, 40.742242, 8 Avenue, 10011, Manhattan, Ice
50014249, Chadbourne & Parke, 1301, -78.3969541, 40.5114481, 6 Avenue, 10019, Manhattan, American
50014250, Mom'S Pizza, 15, -73.9785507, 40.7205609, Avenue D, 10009, Manhattan, Pizza
50014251, Mr.Roti Llc, 1196, -73.9816929, 40.7578596, Ave Americas, 10036, Manhattan, Caf\u00e9/Coffee/Tea
50014266, Nyu - Torch Club, 18, -73.994756, 40.730087, Waverly Place, 10003, Manhattan, American
50014272, Cafe 55, 55, -74.0098074, 40.703465, Water Street, 10004, Manhattan, Other
50014274, Sky 55 Seasonal, 55, -74.0098074, 40.703465, Water Street, 10004, Manhattan, Other
50014277, Dunkin Donuts / Baskin Robbins, 144-01, -73.80898049999999, 40.6928548, Liberty Avenue, 11435, Queens, Donuts
50014284, Hilton Garden Inn New York/Times Square Central, 136, -73.9856458, 40.7553229, West   42 Street, 10036, Manhattan, American
50014286, Villa Italian Kitchen, , -73.8739659, 40.7769271, Laguardia Airport, 11369, Queens, Other
50014288, Birds & Bubbles, 100B, -73.9927373, 40.7183102, Forsyth St, 10002, Manhattan, American
50014289, Betty Brooklyn Catering Co., 455, -73.93124449999999, 40.6623228, Utica Avenue, 11203, Brooklyn, American
50014290, Villa Italian Kitchen, NKA, -73.87425, 40.7766392, Laguardia Airport, 11371, Queens, Italian
50014291, Just Salad, 210, -73.9917729, 40.69014019999999, State Street, 11201, Brooklyn, Salads
50014293, Texano Tex Mex Grill, 387A, -73.9714595, 40.6760883, Flatbush Avenue, 11238, Brooklyn, Mexican
50014302, Liberty Kennedy Fried Chicken & Pizza, 111-01, -73.8310765, 40.6849728, Liberty Avenue, 11419, Queens, American
